17.000000	-17685473.420306	0.011082
17.000000	-16598959.160835	0.000333
17.000000	-17316593.036961	0.009128
17.000000	-16598959.160835	-0.005530
17.000000	-15241282.925595	-0.009113
17.000000	-16954456.906291	-0.006181
17.000000	-16954456.906291	-0.019862
17.000000	-15907462.276679	-0.004227
17.000000	-16249995.320235	-0.023119
17.000000	-16954456.906291	-0.006507
17.000000	-16598959.160835	-0.019862
17.000000	-16598959.160835	-0.013673
17.000000	-15571258.280451	-0.013999
17.000000	-17316593.036961	-0.022794
17.000000	-15571258.280451	-0.005530
17.000000	-17316593.036961	-0.025400
17.000000	-15907462.276679	-0.009764
17.000000	-16598959.160835	-0.019211
17.000000	-16598959.160835	-0.015302
17.000000	-17316593.036961	-0.010742
17.000000	-17316593.036961	-0.023445
17.000000	-16249995.320235	-0.008136
17.000000	-15241282.925595	-0.027354
17.000000	-16598959.160835	-0.009439
17.000000	-15907462.276679	-0.023771
17.000000	-15907462.276679	-0.017582
17.000000	-18061205.325570	-0.010416
17.000000	-15907462.276679	-0.025725
17.000000	-15907462.276679	-0.012696
17.000000	-17316593.036961	-0.029634
17.000000	-16598959.160835	-0.010742
17.000000	-15907462.276679	-0.025725
17.000000	-15571258.280451	-0.015953
17.000000	-16249995.320235	-0.018233
17.000000	-16598959.160835	-0.023445
17.000000	-15907462.276679	-0.013022
17.000000	-17685473.420306	-0.028657
17.000000	-18443897.438573	-0.010742
17.000000	-16249995.320235	-0.023771
17.000000	-16249995.320235	-0.013022
17.000000	-16954456.906291	-0.022468
17.000000	-15571258.280451	-0.020839
17.000000	-16249995.320235	-0.014650
17.000000	-15571258.280451	-0.026703
17.000000	-17316593.036961	-0.008461
17.000000	-16249995.320235	-0.028331
17.000000	-16954456.906291	-0.012696
17.000000	-16598959.160835	-0.022794
17.000000	-15907462.276679	-0.020839
17.000000	-16598959.160835	-0.014976
17.000000	-16249995.320235	-0.026703
17.000000	-15571258.280451	-0.011393
17.000000	-16954456.906291	-0.028657
17.000000	-15907462.276679	-0.012696
17.000000	-16598959.160835	-0.023445
17.000000	-18061205.325570	-0.019536
17.000000	-16598959.160835	-0.017256
17.000000	-16249995.320235	-0.028983
17.000000	-15571258.280451	-0.013999
17.000000	-16598959.160835	-0.029634
17.000000	-17316593.036961	-0.013022
17.000000	-16954456.906291	-0.022142
17.000000	-16598959.160835	-0.023771
17.000000	-15571258.280451	-0.012696
17.000000	-17316593.036961	-0.028331
17.000000	-17316593.036961	-0.010416
17.000000	-15907462.276679	-0.028005
17.000000	-16598959.160835	-0.013022
17.000000	-16598959.160835	-0.021817
